Date,Position,Teams,Players
"CS:GO World ranking on June 27th, 2016",#28,Renegades(51 points),yam jks AZR USTILO
"CS:GO World ranking on June 27th, 2016",#29,Selfless(29 points),Relyks MAiNLiNE Nifty CONNOR93 mitch
"CS:GO World ranking on June 27th, 2016",#30,Immunity(26 points),emagine Rickeh James zewsy MoeycQ
"CS:GO World ranking on May 23rd, 2016",#1,Luminosity(1000 points),fnx FalleN fer coldzera TACO
"CS:GO World ranking on May 23rd, 2016",#2,Natus Vincere(750 points),Edward Zeus GuardiaN seized flamie
"CS:GO World ranking on May 23rd, 2016",#3,fnatic(678 points),olofmeister dennis flusha JW KRIMZ
"CS:GO World ranking on May 23rd, 2016",#4,NIP(560 points),f0rest GeT_RiGhT Xizt friberg pyth
"CS:GO World ranking on May 23rd, 2016",#5,Astralis(388 points),karrigan Xyp9x dupreeh device Kjaerbye
"CS:GO World ranking on May 23rd, 2016",#6,Virtus.pro(375 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on May 23rd, 2016",#7,G2(317 points),shox RpK SmithZz ScreaM bodyy
"CS:GO World ranking on May 23rd, 2016",#8,Liquid(269 points),Hiko adreN nitr0 EliGE koosta
"CS:GO World ranking on May 23rd, 2016",#9,Envy(268 points),kennyS NBK- apEX Happy DEVIL
"CS:GO World ranking on May 23rd, 2016",#10,Tempo Storm(260 points),HEN1 LUCAS1 boltz felps SHOOWTiME
"CS:GO World ranking on May 23rd, 2016",#11,MOUZ(187 points),chrisJ NiKo nex Spiidi denis
"CS:GO World ranking on May 23rd, 2016",#12,HellRaisers(186 points),ANGE1 oskar bondik STYKO Zero
"CS:GO World ranking on May 23rd, 2016",#13,Dignitas(171 points),RUBINO cajunb TENZKI MSL k0nfig
"CS:GO World ranking on May 23rd, 2016",#14,GODSENT(164 points),pronax znajder twist pauf Lekr0
"CS:GO World ranking on May 23rd, 2016",#15,OpTic(141 points),RUSH mixwell stanislaw NAF daps
"CS:GO World ranking on May 23rd, 2016",#16,TYLOO(131 points),captainMo DD Summer Attacker somebody
"CS:GO World ranking on May 23rd, 2016",#17,FaZe(129 points),fox kioShiMa aizy rain jkaem
"CS:GO World ranking on May 23rd, 2016",#18,Cloud9(122 points),n0thing Skadoodle shroud Slemmy Stewie2K
"CS:GO World ranking on May 23rd, 2016",#19,CLG(110 points),reltuC jdm64 hazed tarik
"CS:GO World ranking on May 23rd, 2016",#20,SK(102 points),Friis MODDII Pimp AcilioN Magisk
"CS:GO World ranking on May 23rd, 2016",#21,Dobry&Gaming(96 points),SZPERO MINISE innocent MICHU mouz
"CS:GO World ranking on May 23rd, 2016",#22,Orbit(85 points),bubble spyleadeR nkl v1c7oR dream3r
"CS:GO World ranking on May 23rd, 2016",#23,ENCE(72 points),naSu allu suNny xartE juho
"CS:GO World ranking on May 23rd, 2016",#24,TSM(67 points),SEMPHIS FNS autimatic SicK Twistzz
"CS:GO World ranking on May 23rd, 2016",#25,Renegades(51 points),yam jks AZR SPUNJ USTILO
"CS:GO World ranking on May 23rd, 2016",#26,FLuffy Gangsters(48 points),liTTle roman ROBO chopper El Patron
"CS:GO World ranking on May 23rd, 2016",#27,Splyce(47 points),arya abE DAVEY jasonR Professor_Chaos
"CS:GO World ranking on May 23rd, 2016",#28,NRG(47 points),gob b LEGIJA ptr just9n SileNt
"CS:GO World ranking on May 23rd, 2016",#29,Gambit(46 points),AdreN hooch Dosia mou spaze
"CS:GO World ranking on May 23rd, 2016",#30,Epsilon(45 points),xelos draken disco doplan freddieb REZ
"CS:GO World ranking on April 25th, 2016",#1,Natus Vincere(940 points),Edward Zeus GuardiaN seized flamie
"CS:GO World ranking on April 25th, 2016",#2,Luminosity(906 points),fnx FalleN fer coldzera TACO
"CS:GO World ranking on April 25th, 2016",#3,fnatic(825 points),olofmeister dennis flusha JW KRIMZ
"CS:GO World ranking on April 25th, 2016",#4,Astralis(726 points),karrigan cajunb Xyp9x dupreeh device
"CS:GO World ranking on April 25th, 2016",#5,NIP(604 points),f0rest GeT_RiGhT Xizt friberg pyth
"CS:GO World ranking on April 25th, 2016",#6,Virtus.pro(370 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on April 25th, 2016",#7,Envy(367 points),kennyS NBK- apEX Happy DEVIL
"CS:GO World ranking on April 25th, 2016",#8,Dignitas(252 points),RUBINO TENZKI MSL Kjaerbye k0nfig
"CS:GO World ranking on April 25th, 2016",#9,MOUZ(242 points),chrisJ NiKo nex Spiidi denis
"CS:GO World ranking on April 25th, 2016",#10,Liquid(236 points),Hiko adreN nitr0 EliGE koosta
"CS:GO World ranking on April 25th, 2016",#11,CLG(186 points),reltuC jdm64 hazed FugLy tarik
"CS:GO World ranking on April 25th, 2016",#12,GODSENT(186 points),pronax znajder twist pauf Lekr0
"CS:GO World ranking on April 25th, 2016",#13,G2(155 points),shox RpK SmithZz ScreaM bodyy
"CS:GO World ranking on April 25th, 2016",#14,TYLOO(143 points),captainMo DD Summer Attacker somebody
"CS:GO World ranking on April 25th, 2016",#15,Tempo Storm(142 points),HEN1 LUCAS1 boltz felps SHOOWTiME
"CS:GO World ranking on April 25th, 2016",#16,FaZe(133 points),fox kioShiMa aizy rain jkaem
"CS:GO World ranking on April 25th, 2016",#17,Cloud9(117 points),n0thing Skadoodle shroud Slemmy Stewie2K
"CS:GO World ranking on April 25th, 2016",#18,E-frag.net(100 points),bubble spyleadeR nkl v1c7oR dream3r
"CS:GO World ranking on April 25th, 2016",#19,HellRaisers(90 points),ANGE1 oskar bondik STYKO Zero
"CS:GO World ranking on April 25th, 2016",#20,Selfless(80 points),Relyks MAiNLiNE Uber Nifty mitch
"CS:GO World ranking on April 25th, 2016",#21,FlipSid3(72 points),markeloff B1ad3 Shara WorldEdit
"CS:GO World ranking on April 25th, 2016",#22,NRG(72 points),gob b LEGIJA ptr just9n SileNt
"CS:GO World ranking on April 25th, 2016",#23,SK(71 points),Friis MODDII Pimp AcilioN Magisk
"CS:GO World ranking on April 25th, 2016",#24,Gambit(63 points),AdreN hooch Dosia mou spaze
"CS:GO World ranking on April 25th, 2016",#25,Space Soldiers(62 points),TuGuX XANTARES DESPE paz ngiN
"CS:GO World ranking on April 25th, 2016",#26,AGG(62 points),rallen Hyper repo Furlan GruBy
"CS:GO World ranking on April 25th, 2016",#27,OpTic(59 points),RUSH mixwell stanislaw NAF daps
"CS:GO World ranking on April 25th, 2016",#28,Splyce(50 points),arya abE DAVEY jasonR Professor_Chaos
"CS:GO World ranking on April 25th, 2016",#29,Renegades(49 points),yam jks AZR SPUNJ USTILO
"CS:GO World ranking on April 25th, 2016",#30,CSGL(45 points),SZPERO MINISE innocent MICHU mouz
"CS:GO World ranking on March 28th, 2016",#1,fnatic(1000 points),olofmeister dennis flusha JW KRIMZ
"CS:GO World ranking on March 28th, 2016",#2,Natus Vincere(667 points),Edward Zeus GuardiaN seized flamie
"CS:GO World ranking on March 28th, 2016",#3,Astralis(640 points),karrigan cajunb Xyp9x dupreeh device
"CS:GO World ranking on March 28th, 2016",#4,Luminosity(517 points),fnx FalleN fer coldzera TACO
"CS:GO World ranking on March 28th, 2016",#5,Envy(339 points),kennyS NBK- apEX Happy DEVIL
"CS:GO World ranking on March 28th, 2016",#6,Virtus.pro(259 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on March 28th, 2016",#7,Dignitas(223 points),RUBINO TENZKI MSL Kjaerbye k0nfig
"CS:GO World ranking on March 28th, 2016",#8,G2(207 points),shox Ex6TenZ RpK SmithZz ScreaM
"CS:GO World ranking on March 28th, 2016",#9,NIP(196 points),f0rest GeT_RiGhT Xizt friberg pyth
"CS:GO World ranking on March 28th, 2016",#10,MOUZ(183 points),chrisJ NiKo nex Spiidi denis
"CS:GO World ranking on March 28th, 2016",#11,FaZe(154 points),fox Maikelele aizy rain jkaem
"CS:GO World ranking on March 28th, 2016",#12,Cloud9(139 points),n0thing Skadoodle freakazoid shroud Stewie2K
"CS:GO World ranking on March 28th, 2016",#13,Tempo Storm(134 points),HEN1 LUCAS1 boltz felps SHOOWTiME
"CS:GO World ranking on March 28th, 2016",#14,CLG(124 points),reltuC jdm64 hazed FugLy tarik
"CS:GO World ranking on March 28th, 2016",#15,E-frag.net(94 points),bubble spyleadeR nkl v1c7oR dream3r
"CS:GO World ranking on March 28th, 2016",#16,FlipSid3(93 points),markeloff B1ad3 Shara bondik WorldEdit
"CS:GO World ranking on March 28th, 2016",#17,HellRaisers(92 points),ANGE1 oskar STYKO queztone Zero
"CS:GO World ranking on March 28th, 2016",#18,Liquid(86 points),Hiko nitr0 s1mple EliGE koosta
"CS:GO World ranking on March 28th, 2016",#19,SK(65 points),Friis MODDII Pimp AcilioN Magisk
"CS:GO World ranking on March 28th, 2016",#20,NRG(61 points),gob b LEGIJA ptr just9n SileNt
"CS:GO World ranking on March 28th, 2016",#21,OpTic(59 points),RUSH ShahZaM stanislaw NAF daps
"CS:GO World ranking on March 28th, 2016",#22,Gambit(59 points),AdreN hooch Dosia mou wayLander
"CS:GO World ranking on March 28th, 2016",#23,AGG(58 points),rallen Hyper repo Furlan GruBy
"CS:GO World ranking on March 28th, 2016",#24,Renegades(57 points),yam jks AZR SPUNJ USTILO
"CS:GO World ranking on March 28th, 2016",#25,Ancient(47 points),pronax znajder twist pauf Lekr0
"CS:GO World ranking on March 28th, 2016",#26,Selfless(47 points),Relyks MAiNLiNE Uber Nifty mitch
"CS:GO World ranking on March 28th, 2016",#27,Splyce(45 points),arya abE DAVEY jasonR Professor_Chaos
"CS:GO World ranking on March 28th, 2016",#28,Space Soldiers(43 points),TuGuX XANTARES DESPE paz ngiN
"CS:GO World ranking on March 28th, 2016",#29,CSGL(42 points),SZPERO MINISE innocent MICHU mouz
"CS:GO World ranking on March 28th, 2016",#30,Preparation(39 points),kHRYSTAL glace LOMME wenton cadiaN
"CS:GO World ranking on February 22nd, 2016",#1,fnatic(1000 points),olofmeister dennis flusha JW KRIMZ
"CS:GO World ranking on February 22nd, 2016",#2,Natus Vincere(722 points),Edward Zeus GuardiaN seized flamie
"CS:GO World ranking on February 22nd, 2016",#3,Envy(703 points),kioShiMa kennyS NBK- apEX Happy
"CS:GO World ranking on February 22nd, 2016",#4,Astralis(660 points),karrigan cajunb Xyp9x dupreeh device
"CS:GO World ranking on February 22nd, 2016",#5,Luminosity(466 points),fnx FalleN fer coldzera TACO
"CS:GO World ranking on February 22nd, 2016",#6,Virtus.pro(296 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on February 22nd, 2016",#7,Dignitas(285 points),RUBINO TENZKI MSL Kjaerbye k0nfig
"CS:GO World ranking on February 22nd, 2016",#8,FaZe(210 points),fox Maikelele aizy rain jkaem
"CS:GO World ranking on February 22nd, 2016",#9,G2(184 points),shox Ex6TenZ RpK SmithZz ScreaM
"CS:GO World ranking on February 22nd, 2016",#10,MOUZ(178 points),chrisJ NiKo nex Spiidi denis
"CS:GO World ranking on February 22nd, 2016",#11,NIP(173 points),f0rest GeT_RiGhT Xizt friberg pyth
"CS:GO World ranking on February 22nd, 2016",#12,Cloud9(133 points),n0thing Skadoodle freakazoid shroud Stewie2K
"CS:GO World ranking on February 22nd, 2016",#13,CLG(125 points),reltuC jdm64 hazed FugLy tarik
"CS:GO World ranking on February 22nd, 2016",#14,FlipSid3(79 points),markeloff B1ad3 Shara bondik WorldEdit
"CS:GO World ranking on February 22nd, 2016",#15,Liquid(78 points),Hiko nitr0 s1mple EliGE koosta
"CS:GO World ranking on February 22nd, 2016",#16,SK(77 points),Friis MODDII Pimp AcilioN Magisk
"CS:GO World ranking on February 22nd, 2016",#17,E-frag.net(71 points),bubble spyleadeR nkl v1c7oR dream3r
"CS:GO World ranking on February 22nd, 2016",#18,Renegades(66 points),yam jks AZR SPUNJ USTILO
"CS:GO World ranking on February 22nd, 2016",#19,OpTic(64 points),RUSH ShahZaM stanislaw NAF daps
"CS:GO World ranking on February 22nd, 2016",#20,HellRaisers(60 points),kUcheR ANGE1 oskar STYKO Zero
"CS:GO World ranking on February 22nd, 2016",#21,Vexed(58 points),rallen Hyper repo Furlan GruBy
"CS:GO World ranking on February 22nd, 2016",#22,Gambit(55 points),AdreN hooch Dosia mou wayLander
"CS:GO World ranking on February 22nd, 2016",#23,ALTERNATE aTTaX(44 points),crisby kzy tiziaN keev stfN
"CS:GO World ranking on February 22nd, 2016",#24,TheMongolz(43 points),Zilkenberg Tsogoo Machinegun Menace ncl
"CS:GO World ranking on February 22nd, 2016",#25,gBots(40 points),Kairi loWel TorPe mixwell kanarito
"CS:GO World ranking on February 22nd, 2016",#26,CyberZen(34 points),Savage tb advent zhokiNg aumaN
"CS:GO World ranking on February 22nd, 2016",#27,ENCE(33 points),allu suNny stonde xartE juho
"CS:GO World ranking on February 22nd, 2016",#28,Tempo Storm(33 points),HEN1 LUCAS1 boltz felps SHOOWTiME
"CS:GO World ranking on February 22nd, 2016",#29,CSGL(31 points),SZPERO MINISE innocent MICHU mouz
"CS:GO World ranking on February 22nd, 2016",#30,Selfless(31 points),Lucky Relyks MAiNLiNE Uber
"CS:GO World ranking on January 25th, 2016",#1,fnatic(1000 points),olofmeister dennis flusha JW KRIMZ
"CS:GO World ranking on January 25th, 2016",#2,Natus Vincere(870 points),Edward Zeus GuardiaN seized flamie
"CS:GO World ranking on January 25th, 2016",#3,Envy(649 points),kioShiMa kennyS NBK- apEX Happy
"CS:GO World ranking on January 25th, 2016",#4,Astralis(646 points),karrigan cajunb Xyp9x dupreeh device
"CS:GO World ranking on January 25th, 2016",#5,Luminosity(456 points),fnx FalleN fer coldzera TACO
"CS:GO World ranking on January 25th, 2016",#6,Virtus.pro(427 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on January 25th, 2016",#7,NIP(268 points),f0rest GeT_RiGhT Xizt friberg pyth
"CS:GO World ranking on January 25th, 2016",#8,FaZe(228 points),fox Maikelele aizy rain jkaem
"CS:GO World ranking on January 25th, 2016",#9,Dignitas(186 points),RUBINO TENZKI MSL Kjaerbye k0nfig
"CS:GO World ranking on January 25th, 2016",#10,MOUZ(163 points),chrisJ NiKo nex Spiidi denis
"CS:GO World ranking on January 25th, 2016",#11,ex-Titan(156 points),shox Ex6TenZ RpK SmithZz ScreaM
"CS:GO World ranking on January 25th, 2016",#12,Cloud9(154 points),n0thing Skadoodle freakazoid shroud Stewie2K
"CS:GO World ranking on January 25th, 2016",#13,Liquid(143 points),Hiko adreN nitr0 s1mple EliGE
"CS:GO World ranking on January 25th, 2016",#14,FlipSid3(116 points),markeloff B1ad3 Shara bondik WorldEdit
"CS:GO World ranking on January 25th, 2016",#15,OpTic(111 points),RUSH ShahZaM stanislaw NAF daps
"CS:GO World ranking on January 25th, 2016",#16,CLG(99 points),reltuC jdm64 hazed FugLy tarik
"CS:GO World ranking on January 25th, 2016",#17,SK(95 points),Friis MODDII Pimp AcilioN Magisk
"CS:GO World ranking on January 25th, 2016",#18,E-frag.net(73 points),bubble spyleadeR nkl v1c7oR dream3r
"CS:GO World ranking on January 25th, 2016",#19,Renegades(63 points),yam jks AZR Havoc SPUNJ
"CS:GO World ranking on January 25th, 2016",#20,Vexed(62 points),rallen Hyper repo Furlan GruBy
"CS:GO World ranking on January 25th, 2016",#21,HellRaisers(40 points),kUcheR ANGE1 oskar STYKO Zero
"CS:GO World ranking on January 25th, 2016",#22,LDLC White(30 points),Fuks to1nou matHEND bodyy DEVIL
"CS:GO World ranking on January 25th, 2016",#23,PENTA(25 points),tahsiN tabseN kRYSTAL mikeS Davidp
"CS:GO World ranking on January 25th, 2016",#24,TheMongolz(25 points),Zilkenberg Tsogoo Machinegun Menace ncl
"CS:GO World ranking on January 25th, 2016",#25,CyberZen(25 points),Savage tb advent zhokiNg aumaN
"CS:GO World ranking on January 25th, 2016",#26,PixelFire(25 points),BARBARR flashie tabu maeVe DeadFox
"CS:GO World ranking on January 25th, 2016",#27,Chiefs(20 points),topguN zewsy Lightstep dexter BURNRUOk
"CS:GO World ranking on January 25th, 2016",#28,DenDD(20 points),zende berg cype dumz BENDJI
"CS:GO World ranking on January 25th, 2016",#29,Lemondogs(10 points),t3h f4rm3r maektig khobra xelos KAB0M
"CS:GO World ranking on January 25th, 2016",#30,MVP.karnal(10 points),izzatR aimaNNN acAp xevR Kaze
"CS:GO World ranking on December 28th, 2015",#1,fnatic(1000 points),olofmeister dennis flusha JW KRIMZ
"CS:GO World ranking on December 28th, 2015",#2,Envy(760 points),kioShiMa kennyS NBK- apEX Happy
"CS:GO World ranking on December 28th, 2015",#3,Natus Vincere(732 points),Edward Zeus GuardiaN seized flamie
"CS:GO World ranking on December 28th, 2015",#4,?(689 points),karrigan cajunb Xyp9x dupreeh device
"CS:GO World ranking on December 28th, 2015",#5,Virtus.pro(570 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on December 28th, 2015",#6,NIP(357 points),f0rest GeT_RiGhT Xizt friberg
"CS:GO World ranking on December 28th, 2015",#7,Luminosity(319 points),fnx FalleN fer coldzera TACO
"CS:GO World ranking on December 28th, 2015",#8,G2(260 points),fox Maikelele aizy rain jkaem
"CS:GO World ranking on December 28th, 2015",#9,Liquid(238 points),Hiko adreN nitr0 EliGE
"CS:GO World ranking on December 28th, 2015",#10,Cloud9(212 points),n0thing Skadoodle freakazoid shroud
"CS:GO World ranking on December 28th, 2015",#11,Titan(162 points),shox Ex6TenZ RpK SmithZz ScreaM
"CS:GO World ranking on December 28th, 2015",#12,MOUZ(161 points),chrisJ NiKo nex Spiidi denis
"CS:GO World ranking on December 28th, 2015",#13,Dignitas(123 points),RUBINO TENZKI MSL Kjaerbye k0nfig
"CS:GO World ranking on December 28th, 2015",#14,CLG(122 points),reltuC jdm64 hazed tarik
"CS:GO World ranking on December 28th, 2015",#15,Renegades(116 points),yam jks AZR Havoc SPUNJ
"CS:GO World ranking on December 28th, 2015",#16,Conquest(115 points),RUSH ShahZaM stanislaw NAF daps
"CS:GO World ranking on December 28th, 2015",#17,FlipSid3(113 points),markeloff B1ad3 Shara bondik WorldEdit
"CS:GO World ranking on December 28th, 2015",#18,SK(89 points),Friis MODDII Pimp AcilioN Magisk
"CS:GO World ranking on December 28th, 2015",#19,E-frag.net(78 points),bubble spyleadeR nkl v1c7oR dream3r
"CS:GO World ranking on December 28th, 2015",#20,CSGL(69 points),SZPERO innocent MICHU oskarish mouz
"CS:GO World ranking on November 24th, 2015",#1,Envy(947 points),kioShiMa kennyS NBK- apEX Happy
"CS:GO World ranking on November 24th, 2015",#2,TSM(888 points),karrigan cajunb Xyp9x dupreeh device
"CS:GO World ranking on November 24th, 2015",#3,Virtus.pro(800 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on November 24th, 2015",#4,Natus Vincere(759 points),Edward Zeus GuardiaN seized flamie
"CS:GO World ranking on November 24th, 2015",#5,fnatic(624 points),olofmeister dennis flusha JW KRIMZ
"CS:GO World ranking on November 24th, 2015",#6,NIP(507 points),f0rest GeT_RiGhT allu Xizt friberg
"CS:GO World ranking on November 24th, 2015",#7,Cloud9(374 points),n0thing seang@res Skadoodle freakazoid shroud
"CS:GO World ranking on November 24th, 2015",#8,G2(339 points),fox Maikelele aizy rain jkaem
"CS:GO World ranking on November 24th, 2015",#9,Liquid(327 points),Hiko adreN nitr0 FugLy EliGE
"CS:GO World ranking on November 24th, 2015",#10,MOUZ(285 points),gob b chrisJ NiKo nex denis
"CS:GO World ranking on November 24th, 2015",#11,Titan(234 points),shox Ex6TenZ RpK SmithZz ScreaM
"CS:GO World ranking on November 24th, 2015",#12,CLG(203 points),FNS reltuC jdm64 hazed tarik
"CS:GO World ranking on November 24th, 2015",#13,FlipSid3(188 points),markeloff B1ad3 bondik WorldEdit DavCost
"CS:GO World ranking on November 24th, 2015",#14,Luminosity(182 points),fnx FalleN fer coldzera TACO
"CS:GO World ranking on November 24th, 2015",#15,Renegades(164 points),yam jks AZR Havoc SPUNJ
"CS:GO World ranking on November 24th, 2015",#16,Conquest(127 points),RUSH ShahZaM stanislaw NAF daps
